name,brand,model,size,load_index,speed_index,fuel_index,wet_grip_index,noise_index,noise_level,class,user_rating,price,availability
Winter Sottozero Serie II 205/55 R16 94 V,Pirelli,Winter Sottozero Serie II,205/55 R16,94,V,C,C,B,72.0,Premium,5.5,1062.45,last
I FIT+ 205/55 R16 91 T,Laufenn,I FIT+,205/55 R16,91,T,C,C,B,72.0,,5.4,325.11,last
Ultra Grip 8 205/55 R16 91 T,Goodyear,Ultra Grip 8,205/55 R16,91,T,D,D,B,71.0,Premium,5.2,584.94,last
Wintercraft WP52 205/55 R16 94 V,Kumho,Wintercraft WP52,205/55 R16,94,V,C,B,B,72.0,Średnia,5.1,406.12,last
Kristall Montero 3 205/55 R16 91 T,Fulda,Kristall Montero 3,205/55 R16,91,T,,,,,Średnia,5.2,749.28,last
Cinturato Winter 2 205/55 R16 91 T,Pirelli,Cinturato Winter 2,205/55 R16,91,T,C,B,A,69.0,Premium,5.6,497.55,last
FROSTRACK UHP 205/55 R16 91 H,Minerva,FROSTRACK UHP,205/55 R16,91,H,,,,,,4.5,330.71,last
Blizzak LM005 205/55 R16 94 V,Bridgestone,Blizzak LM005,205/55 R16,94,V,C,A,B,71.0,Premium,5.5,645.72,last
Blizzak LM001 205/55 R16 91 H,Bridgestone,Blizzak LM001,205/55 R16,91,H,D,C,B,72.0,Premium,5.3,605.71,last
g-Force Winter 2 205/55 R16 94 H,Bfgoodrich,g-Force Winter 2,205/55 R16,94,H,D,B,A,69.0,Średnia,5.2,512.3,last
WINTERPRO2 (EVO)* 205/55 R16 91 T,Gt radial,WINTERPRO2 (EVO)*,205/55 R16,91,T,D,B,B,70.0,,,344.28,last
